STATION_ID,ANTENNA_ID,X,Y,Z
24,11,3826423.50204,461816.79462600005,5064936.249
24,12,3826412.95304,461794.879625,5064946.148
24,13,3826415.68104,461798.541625,5064943.769
24,14,3826418.41004,461802.204625,5064941.390000001
24,15,3826421.13804,461805.868625,5064939.011
24,16,3826423.8670400004,461809.530626,5064936.632
24,17,3826426.59504,461813.193626,5064934.2530000005
24,18,3826418.77504,461794.94162500004,5064941.772
24,19,3826421.5030400003,461798.60362500005,5064939.393
24,20,3826424.23204,461802.266626,5064937.014
24,21,3826426.9600400003,461805.93062600004,5064934.635
24,22,3826424.59604,461795.00262600003,5064937.397
24,23,3826427.32504,461798.66562600003,5064935.018
25,24,3826325.9810300004,461894.866617,5065002.392990001
25,25,3826328.70903,461898.529617,5065000.01399
25,26,3826326.34603,461887.602617,5065002.77599
25,27,3826329.0740300003,461891.265618,5065000.39699
25,28,3826331.8020300004,461894.928618,5064998.017990001
25,29,3826334.53103,461898.591618,5064995.63899
25,30,3826326.7110300004,461880.33861700003,5065003.15899
25,31,3826329.43903,461884.00161800004,5065000.779990001
25,32,3826332.16703,461887.66361800005,5064998.40099
25,33,3826334.89603,461891.32761800004,5064996.02199
25,34,3826337.62503,461894.99061800004,5064993.64199
25,35,3826340.3530300003,461898.65261800005,5064991.262990001
25,36,3826329.80403,461876.737618,5065001.16199
25,37,3826332.5320300004,461880.400618,5064998.78299
25,38,3826335.26103,461884.063618,5064996.4039900005
25,39,3826337.99003,461887.726618,5064994.02499
25,40,3826340.71803,461891.389619,5064991.64599
25,41,3826343.44603,461895.052619,5064989.26699
25,42,3826335.6260300004,461876.79961800005,5064996.785990001
25,43,3826338.35503,461880.46261800005,5064994.40699
25,44,3826341.0830300003,461884.124619,5064992.02799
25,45,3826343.81103,461887.788619,5064989.648990001
25,46,3826341.44803,461876.86161900003,5064992.410990001
25,47,3826344.17603,461880.52461900003,5064990.03199
26,0,3825565.5830400004,461334.214553,5065623.839
26,1,3825568.97804,461336.898554,5065621.0479999995
26,3,3825567.92404,461329.834554,5065622.478
26,4,3825571.31904,461332.517554,5065619.686
26,5,3825574.71504,461335.201554,5065616.893999999
26,6,3825563.47304,461320.088553,5065626.699
26,7,3825566.8690400003,461322.77155400004,5065623.907
26,8,3825570.26504,461325.45555400004,5065621.115999999
26,10,3825577.05604,461330.821554,5065615.533
26,12,3825565.8150400002,461315.708553,5065625.336999999
26,13,3825569.21104,461318.39155400003,5065622.545
26,14,3825572.60604,461321.07455400005,5065619.754
26,17,3825582.79404,461329.12455500005,5065611.38
26,18,3825571.55204,461314.01055400004,5065621.183999999
26,19,3825574.94804,461316.69455400005,5065618.392999999
26,20,3825578.3440400003,461319.377555,5065615.601
26,21,3825581.74004,461322.06055500003,5065612.808999999
26,22,3825577.2900400003,461312.31455400004,5065617.0309999995
26,23,3825580.6850400004,461314.997555,5065614.239999999
27,24,3825648.73105,461252.35756100004,5065568.82501
27,25,3825652.12605,461255.040561,5065566.03401
27,26,3825647.6760500004,461245.29456,5065570.2550099995
27,27,3825651.07205,461247.97656100005,5065567.464009999
27,29,3825657.86405,461253.343561,5065561.8800099995
27,30,3825646.6220500004,461238.23056,5065571.685009999
27,31,3825650.01805,461240.914561,5065568.89301
27,32,3825653.4140500003,461243.59756100003,5065566.10201
27,34,3825660.20505,461248.963561,5065560.51901
27,35,3825663.60105,461251.64556200005,5065557.72801
27,36,3825648.96405,461233.85156100005,5065570.3230099995
27,37,3825652.3600500003,461236.533561,5065567.53101
27,38,3825655.7550500003,461239.217561,5065564.74001
27,39,3825659.15105,461241.899561,5065561.94901
27,40,3825662.54705,461244.583562,5065559.157009999
27,41,3825665.9430500004,461247.26656200003,5065556.36601
27,42,3825654.7010500003,461232.153561,5065566.17001
27,43,3825658.09705,461234.83656100003,5065563.379009999
27,44,3825661.49305,461237.52056200005,5065560.58701
27,45,3825664.8890500003,461240.202562,5065557.79501
27,46,3825660.43905,461230.45656200004,5065562.01701
27,47,3825663.83405,461233.139562,5065559.226009999
28,0,3826031.1661400003,460325.917593,5065365.199
28,1,3826032.53714,460330.662593,5065363.741
28,2,3826033.68615,460319.205593,5065363.914
28,3,3826035.05615,460323.950594,5065362.456
28,4,3826036.4271400003,460328.696594,5065360.998000001
28,5,3826037.79814,460333.441594,5065359.54
28,6,3826036.2051500003,460312.494594,5065362.63
28,7,3826037.57615,460317.239594,5065361.172
28,8,3826038.9471500004,460321.984594,5065359.714000001
28,9,3826040.31715,460326.729594,5065358.256
28,10,3826041.68814,460331.47559399996,5065356.798
28,11,3826043.06014,460336.220594,5065355.34
28,12,3826040.09515,460310.527594,5065359.887
28,13,3826041.46615,460315.272594,5065358.4290000005
28,14,3826042.83715,460320.01859399996,5065356.971
28,15,3826044.2081500003,460324.76359399996,5065355.514
28,16,3826045.57915,460329.508594,5065354.056
28,17,3826046.9501400003,460334.25359499996,5065352.59801
28,18,3826045.3561500004,460313.30659399997,5065355.68701
28,19,3826046.72715,460318.05159499997,5065354.22901
28,20,3826048.09915,460322.79659499996,5065352.77101
28,21,3826049.4691500003,460327.54159499996,5065351.313010001
28,22,3826050.61815,460316.08459499996,5065351.48701
28,23,3826051.9891500003,460320.82959499996,5065350.029010001
29,24,3825948.01713,460407.776586,5065420.213
29,26,3825950.53713,460401.064586,5065418.928
29,28,3825953.27813,460410.554587,5065416.012
29,29,3825954.65013,460415.299587,5065414.5540000005
29,30,3825953.05614,460394.352587,5065417.644
29,31,3825954.4271400003,460399.097587,5065416.186000001
29,33,3825957.1691300003,460408.587587,5065413.2700000005
29,35,3825959.9111300004,460418.07858699997,5065410.354
29,36,3825956.94614,460392.385587,5065414.901000001
29,37,3825958.31714,460397.130587,5065413.443
29,40,3825962.43013,460411.36758699996,5065409.07
29,41,3825963.80113,460416.11258799996,5065407.612000001
29,42,3825962.20714,460395.16558699997,5065410.701
29,43,3825963.57914,460399.91058799997,5065409.243000001
29,45,3825966.3201300004,460409.40058799996,5065406.3270000005
29,46,3825967.46914,460397.94358799997,5065406.501
29,47,3825968.84014,460402.68858799996,5065405.0430000005
30,0,3826372.83816,460283.215622,5065113.15599
30,1,3826374.60816,460287.72862199997,5065111.41899
30,2,3826374.79316,460276.249622,5065112.31799
30,3,3826376.56416,460280.763622,5065110.58099
30,4,3826378.33416,460285.277623,5065108.84399
30,5,3826380.10316,460289.79062299995,5065107.10799
30,6,3826376.7491599997,460269.28462199995,5065111.47899
30,7,3826378.5191599997,460273.798623,5065109.74299
30,8,3826380.2891599997,460278.31162299996,5065108.006
30,9,3826382.0591599997,460282.825623,5065106.27
30,10,3826383.8291599997,460287.33862299996,5065104.533
30,11,3826385.5991599998,460291.852623,5065102.796
30,12,3826380.47517,460266.83262299997,5065108.904
30,13,3826382.24516,460271.346623,5065107.168
30,14,3826384.01516,460275.85962299997,5065105.431
30,16,3826387.55516,460284.88662299997,5065101.958
30,17,3826389.32516,460289.400624,5065100.221
30,19,3826387.74016,460273.407623,5065102.856
30,20,3826389.51016,460277.92162399995,5065101.12
30,21,3826391.28116,460282.435624,5065099.383
30,22,3826391.46617,460270.956624,5065100.2809999995
30,23,3826393.23716,460275.46962399996,5065098.544
31,24,3826467.5251599997,460328.25363,5065038.011
31,25,3826469.2951599997,460332.76662999997,5065036.275
31,26,3826469.48116,460321.28763,5065037.1729999995
31,27,3826471.25116,460325.80163,5065035.436
31,28,3826473.02116,460330.315631,5065033.699
31,29,3826474.79116,460334.82863099995,5065031.9629999995
31,30,3826471.43717,460314.32262999995,5065036.334
31,31,3826473.20616,460318.836631,5065034.598
31,32,3826474.97716,460323.34963099996,5065032.861
31,34,3826478.51716,460332.37663099996,5065029.388
31,35,3826480.28716,460336.890631,5065027.651
31,36,3826475.16217,460311.87063099997,5065033.76
31,37,3826476.93217,460316.384631,5065032.023
31,38,3826478.70316,460320.89763099997,5065030.286
31,40,3826482.24316,460329.924631,5065026.813
31,41,3826484.01216,460334.438631,5065025.077
31,42,3826480.6581699997,460313.932631,5065029.448
31,43,3826482.4281699997,460318.445631,5065027.712
31,44,3826484.1981699998,460322.959631,5065025.975
31,45,3826485.9681599997,460327.473632,5065024.238
31,47,3826487.92417,460320.50763199996,5065023.4
32,0,3826859.02017,460463.612663,5064732.88499
32,1,3826862.92917,460464.98466300004,5064729.82599
32,2,3826856.4251699997,460457.290663,5064735.402989999
32,3,3826860.33517,460458.661663,5064732.34499
32,4,3826864.24417,460460.034663,5064729.28599
32,6,3826853.83017,460450.96866300004,5064737.92299
32,7,3826857.7401699997,460452.340663,5064734.8639899995
32,8,3826861.65017,460453.71266300004,5064731.80499
32,9,3826865.55917,460455.084664,5064728.74699
32,10,3826869.46917,460456.455664,5064725.68799
32,11,3826873.37817,460457.82866400003,5064722.62999
32,12,3826855.14517,460446.018663,5064737.38299
32,13,3826859.0551699996,460447.390663,5064734.3239899995
32,14,3826862.9641699996,460448.76266300003,5064731.26599
32,15,3826866.8741699997,460450.133664,5064728.20699
32,16,3826870.78417,460451.50666400004,5064725.1479899995
32,17,3826874.6941699996,460452.877664,5064722.08999
32,18,3826860.37017,460442.44066300004,5064733.78499
32,19,3826864.2801699997,460443.812663,5064730.72599
32,21,3826872.0981699997,460446.55666400003,5064724.60899
32,22,3826865.59417,460438.861664,5064730.186989999
32,23,3826869.5041699996,460440.23466400005,5064727.12799
33,24,3826942.1681799996,460381.75467,5064677.871
33,25,3826946.0781799997,460383.12767,5064674.812
33,26,3826939.57418,460375.43267,5064680.3889999995
33,27,3826943.4841799997,460376.80467000004,5064677.331
33,29,3826951.30318,460379.548671,5064671.214
33,30,3826936.97918,460369.11067,5064682.909
33,32,3826944.79818,460371.85567,5064676.791
33,34,3826952.6171799996,460374.59867100004,5064670.674
33,35,3826956.5271799997,460375.970671,5064667.615999999
33,36,3826938.2941799997,460364.16067,5064682.369
33,37,3826942.20418,460365.53367000003,5064679.31
33,39,3826950.02318,460368.276671,5064673.193
33,40,3826953.93218,460369.64867100003,5064670.134
33,41,3826957.8421799997,460371.020671,5064667.075999999
33,42,3826943.5181799997,460360.58267000003,5064678.771
33,43,3826947.42818,460361.954671,5064675.712
33,44,3826951.33718,460363.32667100005,5064672.654
33,45,3826955.24718,460364.698671,5064669.595
33,46,3826948.7431799998,460357.004671,5064675.1729999995
33,47,3826952.65318,460358.37667100003,5064672.114
34,0,3825889.5090199998,461697.842581,5065347.135
34,1,3825889.75402,461702.946581,5065346.489
34,2,3825893.3810199997,461692.156581,5065344.742
34,3,3825893.62602,461697.259581,5065344.097
34,4,3825893.87102,461702.363581,5065343.451
34,5,3825894.11702,461707.466581,5065342.805
34,6,3825897.25203,461686.471581,5065342.35
34,7,3825897.49802,461691.574581,5065341.704
34,8,3825897.74402,461696.678581,5065341.058
34,9,3825897.9890199997,461701.781581,5065340.413
34,10,3825898.23402,461706.885581,5065339.768
34,11,3825898.48002,461711.988581,5065339.122
34,12,3825901.37003,461685.888582,5065339.312
34,13,3825901.61602,461690.991582,5065338.666
34,14,3825901.8610199997,461696.09558200004,5065338.021
34,15,3825902.10602,461701.198582,5065337.375
34,17,3825902.59802,461711.40558200004,5065336.084
34,18,3825905.73303,461690.409582,5065335.6280000005
34,19,3825905.97902,461695.512582,5065334.982
34,20,3825906.22402,461700.616582,5065334.337
34,23,3825910.3410199997,461700.034582,5065331.299
35,24,3825794.82002,461652.805573,5065422.27999
35,25,3825795.06602,461657.909573,5065421.63399
35,26,3825798.69202,461647.119573,5065419.8869900005
35,27,3825798.93702,461652.222573,5065419.24199
35,28,3825799.18302,461657.326573,5065418.59699
35,29,3825799.42902,461662.429573,5065417.95099
35,30,3825802.56302,461641.434573,5065417.4949900005
35,31,3825802.80902,461646.537573,5065416.84999
35,32,3825803.05502,461651.641573,5065416.20399
35,33,3825803.30102,461656.744573,5065415.55799
35,34,3825803.54602,461661.848573,5065414.91299
35,35,3825803.79102,461666.951573,5065414.26699
35,36,3825806.68102,461640.85157400003,5065414.45699
35,37,3825806.92702,461645.95457400003,5065413.81099
35,38,3825807.17202,461651.058574,5065413.16599
35,39,3825807.4180199997,461656.161574,5065412.51999
35,40,3825807.66402,461661.265574,5065411.87499
35,41,3825807.90902,461666.368574,5065411.22899
35,42,3825811.04402,461645.37257400004,5065410.77399
35,43,3825811.2900199997,461650.47557400004,5065410.12799
35,44,3825811.53602,461655.57957400003,5065409.48199
35,45,3825811.78102,461660.68257400003,5065408.83699
35,46,3825815.40702,461649.893574,5065407.08999
35,47,3825815.65302,461654.99757400004,5065406.44399
36,0,3826321.5829499997,462755.728616,5064927.43401
36,1,3826321.10995,462760.855616,5064927.325010001
36,2,3826326.1539499997,462750.913617,5064924.438010001
36,3,3826325.68095,462756.041617,5064924.330010001
36,4,3826325.2079499997,462761.168617,5064924.22101
36,5,3826324.73395,462766.295617,5064924.11301
36,6,3826330.72396,462746.100617,5064921.44201
36,7,3826330.25096,462751.227617,5064921.33401
36,8,3826329.77795,462756.353617,5064921.22601
36,9,3826329.30495,462761.480617,5064921.11801
36,10,3826328.83195,462766.607617,5064921.00901
36,11,3826328.35895,462771.73561699997,5064920.90101
36,12,3826334.82196,462746.412618,5064918.33801
36,13,3826334.34896,462751.539617,5064918.23001
36,14,3826333.87595,462756.666617,5064918.12201
36,15,3826333.40195,462761.794617,5064918.01401
36,17,3826332.45595,462772.047617,5064917.79701
36,18,3826338.44696,462751.852618,5064915.126010001
36,20,3826337.49995,462762.106618,5064914.910010001
36,21,3826337.02695,462767.233618,5064914.8010100005
36,22,3826342.0709599997,462757.291618,5064911.91401
36,23,3826341.59795,462762.418618,5064911.80601
37,24,3826238.43394,462837.587609,5064982.448000001
37,25,3826237.96094,462842.714609,5064982.339000001
37,26,3826243.00494,462832.77261,5064979.4520000005
37,27,3826242.53194,462837.89961,5064979.3440000005
37,28,3826242.05894,462843.02661,5064979.235
37,29,3826241.58494,462848.15460999997,5064979.1280000005
37,30,3826247.57495,462827.95861,5064976.456
37,31,3826247.10194,462833.08561,5064976.348
37,32,3826246.62994,462838.21261,5064976.24
37,33,3826246.15594,462843.33961,5064976.132
37,34,3826245.6829399997,462848.46661,5064976.023
37,35,3826245.20994,462853.59361,5064975.915
37,36,3826251.67295,462828.27161,5064973.352
37,37,3826251.1999399997,462833.39861,5064973.244
37,38,3826250.72694,462838.52561,5064973.136
37,39,3826250.25294,462843.65261,5064973.028
37,40,3826249.78094,462848.77861,5064972.919000001
37,41,3826249.3079399997,462853.90661,5064972.811000001
37,42,3826255.29794,462833.710611,5064970.140000001
37,43,3826254.82394,462838.837611,5064970.032000001
37,44,3826254.35094,462843.965611,5064969.924000001
37,45,3826253.87794,462849.092611,5064969.815
37,46,3826258.92194,462839.150611,5064966.928
37,47,3826258.44894,462844.277611,5064966.82
38,0,3826669.53804,461860.818646,5064748.19
38,1,3826671.8090399997,461864.947646,5064746.1110000005
38,2,3826670.7090499997,461853.634646,5064747.96
38,3,3826672.98104,461857.76264699997,5064745.881
38,4,3826675.2520399997,461861.891647,5064743.803
38,5,3826677.52304,461866.020647,5064741.725000001
38,6,3826671.88105,461846.449646,5064747.73
38,8,3826676.42405,461854.706647,5064743.573000001
38,9,3826678.6950499997,461858.835647,5064741.495
38,10,3826680.96604,461862.96364699997,5064739.417
38,11,3826683.2380399997,461867.092647,5064737.339000001
38,12,3826675.3250499996,461843.39364699996,5064745.421
38,13,3826677.59605,461847.521647,5064743.343
38,16,3826684.4100499996,461859.907648,5064737.109
38,17,3826686.68105,461864.036648,5064735.03
38,18,3826681.03905,461844.465647,5064741.035
38,19,3826683.31005,461848.59464699996,5064738.957
38,20,3826685.58205,461852.723648,5064736.879000001
38,21,3826687.85305,461856.851648,5064734.800000001
38,22,3826686.75305,461845.538648,5064736.648
39,24,3826681.07803,461987.714647,5064728.058
39,25,3826683.3490299997,461991.843647,5064725.98
39,26,3826682.2490399997,461980.529647,5064727.828000001
39,27,3826684.52103,461984.657647,5064725.75
39,28,3826686.7920299997,461988.787648,5064723.672
39,29,3826689.06303,461992.91564799997,5064721.5940000005
39,30,3826683.42104,461973.345647,5064727.598
39,32,3826687.96304,461981.601648,5064723.442000001
39,33,3826690.2350399997,461985.731648,5064721.364
39,34,3826692.50603,461989.859648,5064719.286
39,35,3826694.77703,461993.987648,5064717.208000001
39,36,3826686.86404,461970.289648,5064725.289000001
39,37,3826689.13604,461974.417648,5064723.211
39,38,3826691.40704,461978.54564799997,5064721.133
39,39,3826693.6780399997,461982.675648,5064719.055000001
39,40,3826695.95004,461986.803648,5064716.977
39,41,3826698.2210299997,461990.931649,5064714.899
39,42,3826692.5790399997,461971.36164799996,5064720.903000001
39,43,3826694.85004,461975.489648,5064718.825
39,44,3826697.1210399996,461979.619649,5064716.747
39,45,3826699.39304,461983.74764899997,5064714.669000001
39,46,3826698.29304,461972.433649,5064716.517
39,47,3826700.5640399996,461976.56264899997,5064714.439
40,0,3827434.23715,461059.473711,5064247.834000001
40,1,3827437.36915,461062.599711,5064245.201
40,2,3827433.78815,461052.27171099995,5064248.822000001
40,3,3827436.92015,461055.397711,5064246.188
40,4,3827440.05315,461058.523712,5064243.555000001
40,5,3827443.18515,461061.650712,5064240.921
40,6,3827433.33915,461045.06971099996,5064249.8100000005
40,7,3827436.47115,461048.19571099995,5064247.177
40,8,3827439.60415,461051.321712,5064244.542
40,9,3827442.73615,461054.447712,5064241.909
40,10,3827445.86915,461057.573712,5064239.275
40,11,3827449.00115,461060.699712,5064236.641000001
40,12,3827436.02315,461040.99371099996,5064248.164000001
40,13,3827439.15515,461044.120712,5064245.531
40,14,3827442.28815,461047.246712,5064242.896000001
40,15,3827445.42015,461050.372712,5064240.263
40,16,3827448.55315,461053.498712,5064237.629000001
40,17,3827451.68515,461056.62471299997,5064234.995
40,18,3827441.83815,461040.04371199996,5064243.885000001
40,19,3827444.97115,461043.169712,5064241.25
40,20,3827448.10315,461046.296712,5064238.617000001
40,21,3827451.23615,461049.422713,5064235.983
40,22,3827447.65515,461039.094712,5064239.605
41,24,3827422.69816,460932.57771,5064267.965000001
41,25,3827425.83016,460935.703711,5064265.332
41,26,3827422.24916,460925.37671,5064268.953000001
41,27,3827425.38116,460928.502711,5064266.319
41,28,3827428.51416,460931.62871099997,5064263.686000001
41,29,3827431.64616,460934.75471099996,5064261.051
41,30,3827421.80016,460918.17371,5064269.941000001
41,31,3827424.93216,460921.299711,5064267.307
41,32,3827428.0651599998,460924.426711,5064264.673
41,33,3827431.19716,460927.55271099997,5064262.04
41,35,3827437.46216,460933.80471199995,5064256.772
41,36,3827424.48416,460914.09871,5064268.295
41,37,3827427.61616,460917.224711,5064265.661
41,39,3827433.88116,460923.47671099997,5064260.394
41,40,3827437.01416,460926.60371199995,5064257.760000001
41,41,3827440.14616,460929.729712,5064255.126
41,42,3827430.29916,460913.148711,5064264.015000001
41,43,3827433.43216,460916.274711,5064261.381
41,44,3827436.56416,460919.40071099997,5064258.748000001
41,45,3827439.69716,460922.52671199996,5064256.114
41,46,3827436.11616,460912.19971099996,5064259.735
41,47,3827439.24816,460915.32571199996,5064257.102
42,0,3827963.94928,459735.407757,5063981.65
42,1,3827966.56928,459739.194757,5063979.341
42,2,3827964.51728,459728.15075699997,5063981.879
42,3,3827967.1362799997,459731.936757,5063979.571
42,4,3827969.75528,459735.723757,5063977.263
42,5,3827972.37428,459739.509757,5063974.956
42,6,3827965.0852799998,459720.893757,5063982.108
42,7,3827967.70328,459724.679757,5063979.8
42,8,3827970.32228,459728.466757,5063977.493
42,9,3827972.94228,459732.252757,5063975.185
42,10,3827975.56128,459736.039758,5063972.877
42,11,3827978.18028,459739.825758,5063970.57
42,12,3827968.27128,459717.421757,5063980.03
42,13,3827970.89028,459721.208757,5063977.722
42,14,3827973.50928,459724.994758,5063975.415
42,15,3827976.12928,459728.78175799997,5063973.106
42,16,3827978.74828,459732.567758,5063970.799
42,17,3827981.36728,459736.354758,5063968.491
42,18,3827974.07728,459717.737758,5063975.644
42,19,3827976.69628,459721.523758,5063973.336
42,20,3827979.31628,459725.310758,5063971.028
42,21,3827981.93528,459729.09675799997,5063968.721
42,22,3827979.88328,459718.05375799997,5063971.258
42,23,3827982.50328,459721.839758,5063968.95
43,24,3827880.80027,459817.26675,5064036.663
43,25,3827883.42027,459821.05275,5064034.355
43,26,3827881.36827,459810.00875,5064036.892
43,27,3827883.98727,459813.79575,5064034.585
43,28,3827886.60627,459817.58175,5064032.277
43,29,3827889.22527,459821.36874999997,5064029.969
43,30,3827881.93527,459802.75175,5064037.122
43,31,3827884.5542699997,459806.53875,5064034.814
43,32,3827887.17327,459810.32474999997,5064032.507
43,33,3827889.79327,459814.11175,5064030.198
43,35,3827895.03127,459821.68475099996,5064025.583
43,36,3827885.12227,459799.28075,5064035.043
43,37,3827887.74127,459803.06675,5064032.736
43,38,3827890.36027,459806.85275,5064030.428
43,39,3827892.98027,459810.639751,5064028.12
43,40,3827895.59927,459814.426751,5064025.813
43,41,3827898.21827,459818.212751,5064023.505
43,42,3827890.92827,459799.595751,5064030.657
43,43,3827893.54727,459803.382751,5064028.35
43,44,3827896.16727,459807.168751,5064026.042
43,45,3827898.78627,459810.955751,5064023.734
43,46,3827896.73427,459799.911751,5064026.272
43,47,3827899.35427,459803.698751,5064023.963
44,0,3826789.29319,460169.645657,5064812.806
44,1,3826792.98219,460171.69365800003,5064809.852
44,2,3826787.45119,460162.88765700004,5064814.799000001
44,3,3826791.14019,460164.934657,5064811.845000001
44,4,3826794.82819,460166.982658,5064808.891
44,5,3826798.51719,460169.02965800004,5064805.938
44,6,3826785.60819,460156.128657,5064816.7930000005
44,7,3826789.29719,460158.17665700003,5064813.839000001
44,8,3826792.98519,460160.223658,5064810.886
44,9,3826796.67419,460162.271658,5064807.932
44,10,3826800.36319,460164.31865800003,5064804.978
44,11,3826804.05119,460166.36665900005,5064802.024
44,12,3826787.45519,460151.417657,5064815.833000001
44,13,3826791.1431899997,460153.465657,5064812.879000001
44,14,3826794.83219,460155.51265800005,5064809.925
44,15,3826798.52019,460157.560658,5064806.972
44,16,3826802.20919,460159.607658,5064804.018
44,18,3826792.98919,460148.754658,5064811.92
44,19,3826796.67819,460150.80165800004,5064808.966
44,20,3826800.36619,460152.84965800005,5064806.012
44,21,3826804.0551899998,460154.896659,5064803.058
44,22,3826798.52419,460146.09065800003,5064808.005
44,23,3826802.21319,460148.13865800004,5064805.052
45,24,3826777.7542,460042.749656,5064832.936000001
45,25,3826781.4432,460044.797657,5064829.983
45,27,3826779.6012,460038.03965700004,5064831.976000001
45,29,3826786.9782,460042.133657,5064826.069
45,30,3826774.0692,460029.233656,5064836.924000001
45,31,3826777.7582,460031.281656,5064833.970000001
45,32,3826781.4462,460033.32865700003,5064831.017
45,34,3826788.8242,460037.422657,5064825.109
45,36,3826775.9162,460024.52265600004,5064835.964000001
45,37,3826779.6042,460026.570657,5064833.010000001
45,38,3826783.2932,460028.617657,5064830.056
45,40,3826790.6702,460032.711658,5064824.149
45,43,3826785.1392,460023.906657,5064829.097
45,44,3826788.8272,460025.95365700003,5064826.143
45,45,3826792.5162,460028.000658,5064823.189
45,46,3826786.9852,460019.195657,5064828.136
45,47,3826790.6742,460021.243658,5064825.183
46,1,3825568.9531,460660.68655399996,5065681.74799
46,2,3825561.6011,460654.254553,5065687.84699
46,3,3825565.6561000003,460654.923554,5065684.74299
46,4,3825569.7111,460655.59355399996,5065681.63899
46,5,3825573.7651,460656.26355499995,5065678.535
46,6,3825558.3051,460648.492553,5065690.841990001
46,7,3825562.3591,460649.161554,5065687.73799
46,8,3825566.4141,460649.831554,5065684.63399
46,9,3825570.4691000003,460650.50055399997,5065681.529990001
46,10,3825574.5231000003,460651.17055499996,5065678.427
46,11,3825578.5771000003,460651.840555,5065675.323
46,12,3825559.0631000004,460643.399553,5065690.733990001
46,13,3825563.1171000004,460644.068554,5065687.62999
46,14,3825567.1711000004,460644.738554,5065684.52599
46,16,3825575.2811000003,460646.07755499997,5065678.318
46,17,3825579.3351000003,460646.74755499995,5065675.214000001
46,18,3825563.8751000003,460638.976554,5065687.52199
46,19,3825567.9291000003,460639.645554,5065684.41799
46,20,3825571.9841,460640.315554,5065681.313
46,21,3825576.0391,460640.984555,5065678.209
46,23,3825572.7421000004,460635.222554,5065681.205
47,24,3825659.5861,460705.054562,5065609.707
47,25,3825663.6401,460705.72456199996,5065606.603
47,26,3825656.2891,460699.292561,5065612.7020000005
47,27,3825660.3441000003,460699.961562,5065609.598
47,29,3825668.4531,460701.30156199995,5065603.390000001
47,30,3825652.9921000004,460693.529561,5065615.698
47,31,3825657.0471,460694.199562,5065612.5940000005
47,32,3825661.1021000003,460694.869562,5065609.49
47,33,3825665.1561000003,460695.538562,5065606.385
47,36,3825653.7501000003,460688.437561,5065615.589000001
47,37,3825657.8051,460689.106562,5065612.485
47,38,3825661.8591,460689.776562,5065609.381
47,40,3825669.9681,460691.11556299997,5065603.173
47,41,3825674.0231000003,460691.78556299995,5065600.069
47,42,3825658.5621,460684.01356199995,5065612.377
47,43,3825662.6171000004,460684.683562,5065609.273
47,44,3825666.6721,460685.353562,5065606.169000001
47,45,3825670.7261,460686.022563,5065603.065
47,46,3825663.3751000003,460679.590562,5065609.164
47,47,3825667.4301,460680.260562,5065606.0600000005
48,5,3829195.4935500002,469146.839855,5062188.197000001
48,6,3829197.39255,469151.264855,5062186.372
48,10,3829197.25655,469139.80685500003,5062187.509000001
48,11,3829199.1555500003,469144.231856,5062185.684
48,12,3829201.05455,469148.657856,5062183.858
48,13,3829202.95355,469153.081856,5062182.033000001
48,17,3829199.01955,469132.772856,5062186.822000001
48,18,3829200.91755,469137.19885600003,5062184.997
48,19,3829202.8175500003,469141.623856,5062183.171
48,20,3829204.71555,469146.049856,5062181.346
48,21,3829206.61455,469150.474856,5062179.5200000005
48,22,3829208.51455,469154.900856,5062177.695
48,25,3829202.68055,469130.164856,5062184.309
48,26,3829204.58055,469134.590856,5062182.484
48,27,3829206.4795500003,469139.015856,5062180.658000001
48,28,3829208.37755,469143.441856,5062178.833000001
48,29,3829210.27755,469147.866856,5062177.007
48,30,3829212.1755500003,469152.292857,5062175.182
48,34,3829208.24155,469131.983856,5062179.971
48,35,3829210.14055,469136.407856,5062178.146000001
48,36,3829212.03955,469140.833857,5062176.32
48,37,3829213.93855,469145.258857,5062174.495
48,41,3829213.80255,469133.800857,5062175.632
48,42,3829215.70155,469138.225857,5062173.807
49,5,3831469.38812,463490.96305,5060997.311
49,6,3831471.0271199998,463495.55905000004,5060995.665
49,10,3831471.53412,463484.07305,5060996.323
49,11,3831473.17212,463488.670051,5060994.677
49,12,3831474.8111199997,463493.26605100004,5060993.0309999995
49,13,3831476.4501199997,463497.863051,5060991.386
49,17,3831473.6801199997,463477.18405100005,5060995.334
49,18,3831475.31912,463481.780051,5060993.688
49,19,3831476.95812,463486.377051,5060992.043
49,20,3831478.59712,463490.97305100004,5060990.397
49,21,3831480.23612,463495.57005100005,5060988.751
49,22,3831481.87512,463500.166051,5060987.106
49,25,3831477.46512,463474.89205100003,5060992.7
49,26,3831479.10412,463479.488051,5060991.055
49,27,3831480.7431199998,463484.085051,5060989.409
49,28,3831482.3821199997,463488.681051,5060987.763
49,29,3831484.0211199997,463493.27805100003,5060986.118
49,30,3831485.66012,463497.874052,5060984.472
49,34,3831482.89012,463477.19505100005,5060988.42
49,35,3831484.52912,463481.792052,5060986.775
49,36,3831486.16812,463486.388052,5060985.129
49,37,3831487.80612,463490.98505200003,5060983.483
49,41,3831488.31312,463479.499052,5060984.141
49,42,3831489.95212,463484.095052,5060982.495
50,5,3847742.79856,466963.08442100004,5048405.10899
50,6,3847743.4735499998,466968.098421,5048404.14899
50,10,3847746.19356,466956.956421,5048403.1139899995
